,player_id,player_name,birthdate,school,country,last_affiliation,season_exp,jersey,rosterstatus,games_played_current_season_flag,team_id,team_name,team_abbreviation,team_code,team_city,playercode,from_year,to_year,dleague_flag,nba_flag,games_played_flag,round_pick,draft_number,greatest_75_flag,is_active
58,1626203,Treveon Graham,1993-10-28,Virginia Commonwealth,USA,Virginia Commonwealth/USA,5.0,2,Inactive,N,1610612766,Hornets,CHA,hornets,Charlotte,treveon_graham,2016.0,2019.0,Y,Y,Y,Undrafted,Undrafted,N,0
59,203475,Erick Green,1991-05-09,Virginia Tech,USA,Virginia Tech/USA,2.0,0,Inactive,N,0,0,0,0,0,erick_green,2014.0,2015.0,Y,Y,Y,2,46,N,0
60,1629656,Quentin Grimes,2000-05-08,Houston,USA,Houston/USA,2.0,6,Active,N,1610612752,Knicks,NYK,knicks,New York,quentin_grimes,2021.0,2023.0,N,Y,Y,1,25,N,1
61,203798,PJ Hairston,1992-12-24,North Carolina,USA,North Carolina/USA,3.0,19,Inactive,N,1610612766,Hornets,CHA,hornets,Charlotte,pj_hairston,2014.0,2015.0,Y,Y,Y,1,26,N,0
62,203501,Tim Hardaway Jr.,1992-03-16,Michigan,USA,Michigan/USA,10.0,11,Active,N,1610612742,Mavericks,DAL,mavericks,Dallas,tim_hardaway_jr,2013.0,2023.0,Y,Y,Y,1,24,N,1
63,1629607,Jared Harper,1997-09-14,Auburn,USA,Auburn/USA,4.0,2,Inactive,N,1610612740,Pelicans,NOP,pelicans,New Orleans,jared_harper,2019.0,2021.0,Y,Y,Y,Undrafted,Undrafted,N,0
64,203925,Joe Harris,1991-09-06,Virginia,USA,Virginia/USA,9.0,12,Active,N,1610612751,Nets,BKN,nets,Brooklyn,joe_harris,2014.0,2023.0,Y,Y,Y,2,33,N,1
65,1626151,Aaron Harrison,1994-10-28,Kentucky,USA,Kentucky/USA,3.0,9,Inactive,N,1610612766,Hornets,CHA,hornets,Charlotte,aaron_harrison,2015.0,2017.0,Y,Y,Y,Undrafted,Undrafted,N,0
66,1626150,Andrew Harrison,1994-10-28,Kentucky,USA,Kentucky/USA,4.0,0,Inactive,N,0,0,0,0,0,andrew_harrison,2016.0,2018.0,Y,Y,Y,2,44,N,0
67,1628502,Nigel Hayes,1994-12-16,Wisconsin,USA,Wisconsin/USA,1.0,40,Inactive,N,1610612758,Kings,SAC,kings,Sacramento,nigel_hayes,2017.0,2017.0,Y,Y,Y,Undrafted,Undrafted,N,0
68,1629608,Dewan Hernandez,1996-12-09,Miami (FL),USA,Miami/USA,2.0,20,Inactive,N,1610612761,Raptors,TOR,raptors,Toronto,dewan_hernandez,2019.0,2019.0,Y,Y,Y,2,59,N,0
69,1628987,Kevin Hervey,1996-07-09,Texas-Arlington,USA,Texas-Arlington/USA,2.0,15,Inactive,N,1610612760,Thunder,OKC,thunder,Oklahoma City,kevin_hervey,2019.0,2019.0,Y,Y,Y,2,57,N,0
70,1628439,Isaiah Hicks,1994-07-24,North Carolina,USA,North Carolina/USA,3.0,4,Inactive,N,1610612752,Knicks,NYK,knicks,New York,isaiah_hicks,2017.0,2018.0,Y,Y,Y,Undrafted,Undrafted,N,0
71,203524,Solomon Hill,1991-03-18,Arizona,USA,Arizona/USA,9.0,0,Inactive,N,0,0,0,0,0,solomon_hill,2013.0,2021.0,Y,Y,Y,1,23,N,0
72,1629658,Jaylen Hoard,1999-03-30,Wake Forest,France,Wake Forest/France,3.0,0,Inactive,N,0,0,0,0,0,jalen_hoard,2019.0,2021.0,Y,Y,Y,Undrafted,Undrafted,N,0
73,1628988,Aaron Holiday,1996-09-30,UCLA,USA,UCLA/USA,5.0,3,Active,N,1610612737,Hawks,ATL,hawks,Atlanta,aaron_holiday,2018.0,2023.0,N,Y,Y,1,23,N,1
74,1626158,Richaun Holmes,1993-10-15,Bowling Green,USA,Bowling Green/USA,8.0,22,Active,N,1610612758,Kings,SAC,kings,Sacramento,richaun_holmes,2015.0,2023.0,Y,Y,Y,2,37,N,1
75,203918,Rodney Hood,1992-10-20,Duke,USA,Duke/USA,9.0,22,Inactive,N,1610612746,Clippers,LAC,clippers,LA,rodney_hood,2014.0,2021.0,N,Y,Y,1,23,N,0
76,1626205,Vincent Hunter,1994-08-05,Texas-El Paso,USA,Texas-El Paso/USA,1.0,0,Inactive,N,0,0,0,0,0,vincent_hunter,2017.0,2017.0,Y,Y,Y,Undrafted,Undrafted,N,0
77,1628411,Wes Iwundu,1994-12-20,Kansas State,USA,Kansas State/USA,6.0,0,Inactive,N,0,0,0,0,0,wes_iwundu,2017.0,2021.0,Y,Y,Y,2,33,N,0
78,203510,Pierre Jackson,1991-08-29,Baylor,USA,Baylor/USA,1.0,0,Inactive,N,0,0,0,0,0,pierre_jackson,2016.0,2016.0,Y,Y,Y,2,42,N,0
79,203928,Cory Jefferson,1990-12-26,Baylor,USA,Baylor/USA,3.0,0,Inactive,N,0,0,0,0,0,cory_jefferson,2014.0,2015.0,Y,Y,Y,2,60,N,0
80,1629610,DaQuan Jeffries,1997-08-30,Tulsa,USA,Tulsa/USA,4.0,8,Active,N,1610612752,Knicks,NYK,knicks,New York,daquan_jeffries,2019.0,2023.0,Y,Y,Y,Undrafted,Undrafted,N,1
81,203910,Nick Johnson,1992-12-22,Arizona,USA,Arizona/USA,2.0,3,Inactive,N,1610612745,Rockets,HOU,rockets,Houston,nick_johnson,2014.0,2014.0,Y,Y,Y,2,42,N,0
82,1628994,George King,1994-01-15,Colorado,USA,Colorado Boulder/USA,2.0,0,Inactive,N,0,0,0,0,0,george_king,2018.0,2021.0,Y,Y,Y,2,59,N,0
83,1629663,Louis King,1999-04-06,Oregon,USA,Oregon/USA,4.0,23,Active,N,1610612755,76ers,PHI,sixers,Philadelphia,louis_king,2019.0,2023.0,Y,Y,Y,Undrafted,Undrafted,N,0
84,203945,Alex Kirk,1991-11-14,New Mexico,USA,New Mexico/USA,1.0,0,Inactive,N,0,0,0,0,0,alex_kirk,2014.0,2014.0,Y,Y,Y,Undrafted,Undrafted,N,0
85,203897,Zach LaVine,1995-03-10,UCLA,USA,UCLA/USA,9.0,8,Active,N,1610612741,Bulls,CHI,bulls,Chicago,zach_lavine,2014.0,2023.0,N,Y,Y,1,13,N,1
86,203499,Shane Larkin,1992-10-02,Miami,USA,Miami/USA,4.0,8,Inactive,N,1610612751,Nets,BKN,nets,Brooklyn,shane_larkin,2013.0,2017.0,Y,Y,Y,1,18,N,0
87,203495,Ricky Ledo,1992-09-10,Providence,USA,Providence/USA,2.0,11,Inactive,N,1610612742,Mavericks,DAL,mavericks,Dallas,ricky_ledo,2013.0,2014.0,Y,Y,Y,2,43,N,0
88,1629642,Nassir Little,2000-02-11,North Carolina,USA,North Carolina/USA,4.0,10,Active,N,1610612757,Trail Blazers,POR,blazers,Portland,nassir_little,2019.0,2023.0,N,Y,Y,1,25,N,1
89,1628399,Tyler Lydon,1996-04-09,Syracuse,USA,Syracuse/USA,3.0,20,Inactive,N,1610612743,Nuggets,DEN,nuggets,Denver,tyler_lydon,2017.0,2018.0,Y,Y,Y,1,24,N,0
90,1629611,Terance Mann,1996-10-18,Florida State,USA,Florida State/USA,4.0,14,Active,N,1610612746,Clippers,LAC,clippers,LA,terance_mann,2019.0,2023.0,Y,Y,Y,2,48,N,1
91,203906,Devyn Marble,1992-09-21,Iowa,USA,Iowa/USA,3.0,11,Inactive,N,1610612753,Magic,ORL,magic,Orlando,devyn_marble,2014.0,2015.0,Y,Y,Y,2,56,N,0
92,1628997,Caleb Martin,1995-09-28,Nevada,USA,Nevada/USA,4.0,16,Active,N,1610612748,Heat,MIA,heat,Miami,caleb_martin,2019.0,2023.0,Y,Y,Y,Undrafted,Undrafted,N,1
93,1628998,Cody Martin,1995-09-28,Nevada,USA,Nevada/USA,4.0,11,Active,N,1610612766,Hornets,CHA,hornets,Charlotte,cody_martin,2019.0,2023.0,Y,Y,Y,2,36,N,1
94,1628412,Frank Mason III,1994-04-03,Kansas,USA,Kansas/USA,5.0,0,Inactive,N,0,0,0,0,0,frank_mason,2017.0,2020.0,Y,Y,Y,2,34,N,0
95,1628999,Yante Maten,1996-08-14,Georgia,USA,Georgia/USA,2.0,00,Inactive,N,1610612748,Heat,MIA,heat,Miami,yaten_maten,2018.0,2018.0,Y,Y,Y,0,0,N,0
96,203949,James Michael McAdoo,1993-01-04,North Carolina,USA,North Carolina/USA,4.0,0,Inactive,N,0,0,0,0,0,james michael_mcadoo,2014.0,2017.0,Y,Y,Y,Undrafted,Undrafted,N,0
97,203492,Ray McCallum,1991-06-12,Detroit,USA,Detroit/USA,4.0,0,Inactive,N,0,0,0,0,0,ray_mccallum,2013.0,2015.0,Y,Y,Y,2,36,N,0
98,204456,T.J. McConnell,1992-03-25,Arizona,USA,Arizona/USA,8.0,9,Active,N,1610612754,Pacers,IND,pacers,Indiana,t.j._mcconnell,2015.0,2023.0,N,Y,Y,0,0,N,1
99,1629667,Jalen McDaniels,1998-01-31,San Diego State,USA,San Diego State/USA,4.0,7,Active,N,1610612755,76ers,PHI,sixers,Philadelphia,jalen_mcdaniels,2019.0,2023.0,Y,Y,Y,2,52,N,1
100,203909,KJ McDaniels,1993-02-09,Clemson,USA,Clemson/USA,4.0,14,Inactive,N,1610612745,Rockets,HOU,rockets,Houston,kj_mcdaniels,2014.0,2016.0,Y,Y,Y,2,32,N,0
101,203895,Jordan McRae,1991-03-28,Tennessee,USA,Tennessee/USA,5.0,52,Inactive,N,1610612764,Wizards,WAS,wizards,Washington,jordan_mcrae,2015.0,2019.0,Y,Y,Y,2,58,N,0
102,1629001,De'Anthony Melton,1998-05-28,Southern California,USA,Southern California/USA,5.0,8,Active,N,1610612755,76ers,PHI,sixers,Philadelphia,deanthony_melton,2018.0,2023.0,Y,Y,Y,2,46,N,1
103,1629002,Chimezie Metu,1997-03-22,Southern California,USA,Southern California/USA,5.0,7,Active,N,1610612758,Kings,SAC,kings,Sacramento,chimezie_metu,2018.0,2023.0,Y,Y,Y,2,49,N,1
104,1626175,Jordan Mickey,1994-07-09,Louisiana State,USA,Louisiana State/USA,4.0,25,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,jordan_mickey,2015.0,2017.0,Y,Y,Y,2,33,N,0
105,1629003,Shake Milton,1996-09-26,Southern Methodist,USA,Southern Methodist/USA,5.0,18,Active,N,1610612755,76ers,PHI,sixers,Philadelphia,shake_milton,2018.0,2023.0,Y,Y,Y,2,54,N,1
106,203502,Tony Mitchell,1992-04-07,North Texas,USA,North Texas/USA,3.0,0,Inactive,N,0,0,0,0,0,tony_mitchell,2013.0,2016.0,Y,Y,Y,2,37,N,0
107,1628420,Monte Morris,1995-06-27,Iowa State,USA,Iowa State/USA,6.0,22,Active,N,1610612764,Wizards,WAS,wizards,Washington,monte_morris,2017.0,2023.0,Y,Y,Y,2,51,N,1
108,203513,Erik Murphy,1990-10-26,Florida,Finland,Florida/Finland,1.0,33,Inactive,N,1610612741,Bulls,CHI,bulls,Chicago,erik_murphy,2013.0,2013.0,Y,Y,Y,2,49,N,0
109,203488,Mike Muscala,1991-07-01,Bucknell,USA,Bucknell/USA,10.0,57,Active,N,1610612764,Wizards,WAS,wizards,Washington,mike_muscala,2013.0,2023.0,Y,Y,Y,2,44,N,1
110,1629004,Svi Mykhailiuk,1997-06-10,Kansas,Ukraine,Kansas/Ukraine,5.0,17,Active,N,1610612766,Hornets,CHA,hornets,Charlotte,sviatoslav_mykhailiuk,2018.0,2023.0,Y,Y,Y,2,47,N,1
111,1629669,Jaylen Nowell,1999-07-09,Washington,USA,Washington/USA,4.0,4,Active,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,jaylen_nowell,2019.0,2023.0,Y,Y,Y,2,43,N,1
112,1629006,Josh Okogie,1998-09-01,Georgia Tech,Nigeria,Georgia Tech/Nigeria,5.0,2,Active,N,1610612756,Suns,PHX,suns,Phoenix,josh_okogie,2018.0,2023.0,N,Y,Y,1,20,N,1
113,1628419,Cameron Oliver,1996-07-11,Nevada,USA,Nevada/USA,2.0,0,Inactive,N,0,0,0,0,0,cameron_oliver,2020.0,2021.0,Y,Y,Y,Undrafted,Undrafted,N,0
114,203482,Kelly Olynyk,1991-04-19,Gonzaga,Canada,Gonzaga/Canada,10.0,41,Active,N,1610612762,Jazz,UTA,jazz,Utah,kelly_olynyk,2013.0,2023.0,N,Y,Y,1,13,N,1
115,1629671,Miye Oni,1997-08-04,Yale,USA,Yale/USA,3.0,0,Inactive,N,0,0,0,0,0,miye_oni,2019.0,2021.0,Y,Y,Y,2,58,N,0
116,203934,Lamar Patterson,1991-08-12,Pittsburgh,USA,Pittsburgh/USA,2.0,0,Inactive,N,0,0,0,0,0,lamar_patterson,2015.0,2016.0,Y,Y,Y,2,48,N,0
117,203464,Brandon Paul,1991-04-30,Illinois,USA,Illinois/USA,1.0,3,Inactive,N,1610612759,Spurs,SAS,spurs,San Antonio,brandon_paul,2017.0,2017.0,Y,Y,Y,Undrafted,Undrafted,N,0
118,1626166,Cameron Payne,1994-08-08,Murray State,USA,Murray State/USA,8.0,15,Active,N,1610612756,Suns,PHX,suns,Phoenix,cameron_payne,2015.0,2023.0,Y,Y,Y,1,14,N,1
119,203658,Norvel Pelle,1993-02-03,Iona,Antigua and Barbuda,Iona/Antigua and Barbuda,4.0,0,Inactive,N,0,0,0,0,0,norvel_pelle,2019.0,2021.0,Y,Y,Y,Undrafted,Undrafted,N,0
120,1629617,Reggie Perry,2000-03-21,Changwon LG Sakers (Korea),USA,Mississippi State/USA,3.0,0,Inactive,N,0,0,0,0,0,reggie_perry,2020.0,2021.0,Y,Y,Y,2,57,N,0
121,1629033,Theo Pinson,1995-11-05,North Carolina,USA,North Carolina/USA,5.0,1,Active,N,1610612742,Mavericks,DAL,mavericks,Dallas,theo_pinson,2018.0,2023.0,Y,Y,Y,Undrafted,Undrafted,N,1
122,1629044,Shamorie Ponds,1998-06-29,"St. John's, N.Y.",USA,St. John's (NY)/USA,1.0,0,Inactive,N,0,0,0,0,0,shamorie_ponds,2019.0,2019.0,Y,Y,Y,Undrafted,Undrafted,N,0
123,1629673,Jordan Poole,1999-06-19,Michigan,USA,Michigan/USA,4.0,3,Active,N,1610612744,Warriors,GSW,warriors,Golden State,jordan_poole,2019.0,2023.0,Y,Y,Y,1,28,N,1
124,1629007,Jontay Porter,1999-11-15,Missouri,USA,Missouri/USA,2.0,4,Inactive,N,1610612763,Grizzlies,MEM,grizzlies,Memphis,jontay_porter,2019.0,2020.0,Y,Y,Y,Undrafted,Undrafted,N,0
125,1626181,Norman Powell,1993-05-25,UCLA,USA,UCLA/USA,8.0,24,Active,N,1610612746,Clippers,LAC,clippers,LA,norman_powell,2015.0,2023.0,Y,Y,Y,2,46,N,1
126,203515,Phil Pressey,1991-02-17,Missouri,USA,Missouri/USA,4.0,0,Inactive,N,0,0,0,0,0,phil_pressey,2013.0,2015.0,Y,Y,Y,Undrafted,Undrafted,N,0
